id,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
780,12/05/2017 12:47:46 PM,12/05/2017 12:56:46 PM,1,1.4,1,N,170,113,2,8,0,0.5,0,0,0.3,8.8
781,12/05/2017 12:57:27 PM,12/05/2017 01:06:38 PM,1,0.8,1,N,113,114,1,7.5,0,0.5,1.65,0,0.3,9.95
782,12/05/2017 12:31:08 PM,12/05/2017 12:45:39 PM,1,1.48,1,N,238,236,2,10.5,0,0.5,0,0,0.3,11.3
783,12/05/2017 12:49:07 PM,12/05/2017 12:56:29 PM,1,0.57,1,N,263,236,1,6,0,0.5,2.04,0,0.3,8.84
784,12/05/2017 12:59:30 PM,12/05/2017 01:34:39 PM,1,2.64,1,N,236,164,1,20.5,0,0.5,4.26,0,0.3,25.56
785,12/05/2017 12:55:57 PM,12/05/2017 01:51:49 PM,2,11.7,1,N,138,230,2,44,0,0.5,0,5.76,0.3,50.56
786,12/05/2017 12:55:59 PM,12/05/2017 02:25:59 PM,1,22.45,2,N,132,163,1,52,0,0.5,11.71,5.76,0.3,70.27
787,12/05/2017 12:25:49 PM,12/05/2017 12:54:30 PM,1,3.33,1,N,234,143,1,20,0,0.5,4.16,0,0.3,24.96
788,12/05/2017 12:11:30 PM,12/05/2017 12:18:07 PM,1,0.61,1,N,163,161,2,5.5,0,0.5,0,0,0.3,6.3
789,12/05/2017 12:19:42 PM,12/05/2017 12:26:47 PM,1,0.75,1,N,170,137,1,6,0,0.5,1.02,0,0.3,7.82
790,12/05/2017 12:39:38 PM,12/05/2017 12:46:54 PM,1,0.98,1,N,137,107,1,6.5,0,0.5,1.46,0,0.3,8.76
791,12/05/2017 12:48:30 PM,12/05/2017 01:08:46 PM,1,2.83,1,N,107,246,1,15,0,0.5,3.16,0,0.3,18.96
792,12/05/2017 12:00:25 PM,12/05/2017 12:02:51 PM,1,0.47,1,N,75,236,2,4,0,0.5,0,0,0.3,4.8
793,12/05/2017 12:05:22 PM,12/05/2017 12:33:59 PM,1,1.95,1,N,236,237,1,18,0,0.5,3.76,0,0.3,22.56
794,12/05/2017 12:39:47 PM,12/05/2017 12:53:43 PM,1,1.44,1,N,161,107,2,10,0,0.5,0,0,0.3,10.8
795,12/05/2017 12:30:41 PM,12/05/2017 12:34:02 PM,1,0.65,1,N,140,262,2,4.5,0,0.5,0,0,0.3,5.3
796,12/05/2017 12:43:10 PM,12/05/2017 12:46:22 PM,1,0.59,1,N,236,236,2,4,0,0.5,0,0,0.3,4.8
797,12/05/2017 12:11:00 PM,12/05/2017 12:27:17 PM,2,2.81,1,N,170,148,1,13.5,0,0.5,2.86,0,0.3,17.16
798,12/05/2017 12:38:37 PM,12/05/2017 01:02:52 PM,2,1.33,1,N,107,186,1,15,0,0.5,4.74,0,0.3,20.54
799,12/05/2017 12:01:40 PM,12/05/2017 12:22:23 PM,1,4.15,1,N,100,13,1,17,0,0.5,3.56,0,0.3,21.36
800,12/05/2017 12:32:40 PM,12/05/2017 01:04:25 PM,1,15.84,1,N,246,208,2,46,0,0.5,0,0,0.3,46.8
801,12/05/2017 12:03:39 PM,12/05/2017 12:10:22 PM,2,0.7,1,N,107,113,1,6,0,0.5,1.7,0,0.3,8.5
802,12/05/2017 12:29:10 PM,12/05/2017 12:52:29 PM,1,1,1,N,234,186,1,14,0,0.5,2.95,0,0.3,17.75
803,12/05/2017 11:56:35 AM,12/05/2017 12:38:58 PM,1,2.08,1,N,113,161,2,24,0,0.5,0,0,0.3,24.8
804,12/05/2017 12:10:52 PM,12/05/2017 12:20:31 PM,1,1.02,1,N,237,236,2,7.5,0,0.5,0,0,0.3,8.3
805,12/05/2017 12:40:09 PM,12/05/2017 12:47:45 PM,1,0.48,1,N,236,237,2,6,0,0.5,0,0,0.3,6.8
806,12/05/2017 12:01:42 PM,12/05/2017 12:13:58 PM,5,1.65,1,N,142,238,2,9.5,0,0.5,0,0,0.3,10.3
807,12/05/2017 12:48:48 PM,12/05/2017 01:01:59 PM,5,1.24,1,N,142,230,1,9.5,0,0.5,2,0,0.3,12.3
808,12/05/2017 12:04:32 PM,12/05/2017 12:34:46 PM,2,1.47,1,N,163,233,2,14,0,0.5,0,0,0.3,14.8
809,12/05/2017 12:48:19 PM,12/05/2017 01:14:01 PM,1,4.15,1,N,229,24,2,18.5,0,0.5,0,0,0.3,19.3
810,12/05/2017 12:10:51 PM,12/05/2017 12:48:39 PM,1,12,1,N,138,234,1,38,0,0.5,8.9,5.76,0.3,53.46
811,12/05/2017 12:57:43 PM,12/05/2017 01:09:44 PM,1,1.4,1,N,137,229,2,9.5,0,0.5,0,0,0.3,10.3
812,12/05/2017 12:47:34 PM,12/05/2017 01:05:38 PM,1,1.3,1,N,113,234,1,11.5,0,0.5,2.45,0,0.3,14.75
813,12/05/2017 12:16:17 PM,12/05/2017 12:34:32 PM,1,5,1,N,87,162,1,18,0,0.5,3,0,0.3,21.8
814,12/05/2017 12:37:45 PM,12/05/2017 12:42:29 PM,1,0.4,1,N,162,162,2,5,0,0.5,0,0,0.3,5.8
815,12/05/2017 12:44:32 PM,12/05/2017 12:48:33 PM,1,0.7,1,N,141,141,2,5,0,0.5,0,0,0.3,5.8
816,12/05/2017 12:37:25 PM,12/05/2017 12:46:13 PM,1,0.66,1,N,262,141,1,7,0,0.5,1.56,0,0.3,9.36
817,12/05/2017 12:52:46 PM,12/05/2017 01:04:13 PM,1,1.64,1,N,236,238,1,9,0,0.5,1.96,0,0.3,11.76
818,12/05/2017 12:25:36 PM,12/05/2017 12:39:37 PM,1,1.29,1,N,170,163,2,9.5,0,0.5,0,0,0.3,10.3
819,12/05/2017 12:44:20 PM,12/05/2017 12:49:13 PM,1,1.19,1,N,141,236,1,6,0,0.5,1.02,0,0.3,7.82
820,12/05/2017 12:39:53 PM,12/05/2017 01:02:41 PM,1,0.7,1,N,170,164,1,14,0,0.5,2.95,0,0.3,17.75
821,12/05/2017 12:02:36 PM,12/05/2017 12:08:01 PM,2,0.82,1,N,158,113,1,5.5,0,0.5,2,0,0.3,8.3
822,12/05/2017 12:19:06 PM,12/05/2017 12:28:34 PM,2,1.18,1,N,249,79,1,7.5,0,0.5,1.66,0,0.3,9.96
823,12/05/2017 12:38:47 PM,12/05/2017 12:51:19 PM,2,1.05,1,N,113,234,1,8.5,0,0.5,1.86,0,0.3,11.16
824,12/05/2017 11:58:50 AM,12/05/2017 12:09:42 PM,5,0.86,1,N,140,140,1,8,0,0.5,1,0,0.3,9.8
825,12/05/2017 12:24:21 PM,12/05/2017 12:32:49 PM,5,0.83,1,N,140,229,1,7,0,0.5,1.56,0,0.3,9.36
826,12/05/2017 12:43:07 PM,12/05/2017 12:52:20 PM,4,1.18,1,N,229,141,2,7.5,0,0.5,0,0,0.3,8.3
827,12/05/2017 12:53:51 PM,12/05/2017 12:57:05 PM,4,1.09,1,N,141,236,1,5,0,0.5,1.45,0,0.3,7.25
828,12/05/2017 12:24:51 PM,12/05/2017 12:30:46 PM,1,0.9,1,N,170,234,1,6,0,0.5,1.35,0,0.3,8.15
829,12/05/2017 12:44:49 PM,12/05/2017 12:53:29 PM,1,1.1,1,N,113,79,1,7.5,0,0.5,2.05,0,0.3,10.35
830,12/05/2017 12:08:32 PM,12/05/2017 12:44:50 PM,1,10.62,1,N,138,162,1,34,0,0.5,8.11,5.76,0.3,48.67
831,12/05/2017 12:48:09 PM,12/05/2017 12:53:58 PM,1,1.14,1,N,170,234,1,6,0,0.5,1.7,0,0.3,8.5
832,12/05/2017 12:28:28 PM,12/05/2017 12:34:56 PM,2,0.8,1,N,263,75,2,6,0,0.5,0,0,0.3,6.8
833,12/05/2017 12:39:50 PM,12/05/2017 12:44:25 PM,1,0.7,1,N,75,236,2,5,0,0.5,0,0,0.3,5.8
834,12/05/2017 12:55:12 PM,12/05/2017 01:26:32 PM,1,2.7,1,N,75,161,1,19.5,0,0.5,1,0,0.3,21.3
835,12/05/2017 12:34:43 PM,12/05/2017 12:46:05 PM,1,1.8,1,N,107,113,2,9.5,0,0.5,0,0,0.3,10.3
836,12/05/2017 12:09:45 PM,12/05/2017 12:18:14 PM,1,1.1,1,N,141,161,1,7,0,0.5,1.55,0,0.3,9.35
837,12/05/2017 12:28:51 PM,12/05/2017 12:40:52 PM,1,1.6,1,N,164,114,2,9,0,0.5,0,0,0.3,9.8
838,12/05/2017 12:00:38 PM,12/05/2017 12:06:05 PM,2,1.49,1,N,263,75,2,6.5,0,0.5,0,0,0.3,7.3
839,12/05/2017 12:11:35 PM,12/05/2017 12:27:39 PM,2,0.89,1,N,236,237,2,10.5,0,0.5,0,0,0.3,11.3
840,12/05/2017 12:44:22 PM,12/05/2017 01:04:25 PM,1,2.69,1,N,161,249,2,14,0,0.5,0,0,0.3,14.8
841,12/05/2017 12:52:55 PM,12/05/2017 01:26:17 PM,1,3.3,1,N,234,237,2,21,0,0.5,0,0,0.3,21.8
842,12/05/2017 12:01:34 PM,12/05/2017 01:10:34 PM,2,18.67,2,N,132,114,1,52,0,0.5,11.71,5.76,0.3,70.27
843,12/05/2017 12:11:24 PM,12/05/2017 12:13:40 PM,1,0.45,1,N,100,186,1,3.5,0,0.5,0.86,0,0.3,5.16
844,12/05/2017 12:01:35 PM,12/05/2017 12:11:14 PM,5,0.64,1,N,164,170,2,7.5,0,0.5,0,0,0.3,8.3
845,12/05/2017 12:13:19 PM,12/05/2017 12:26:52 PM,5,4.35,1,N,170,87,1,15.5,0,0.5,1.5,0,0.3,17.8
846,12/05/2017 12:28:11 PM,12/05/2017 12:37:57 PM,5,0.82,1,N,87,13,2,7.5,0,0.5,0,0,0.3,8.3
847,12/05/2017 12:41:11 PM,12/05/2017 12:45:43 PM,1,0.86,1,N,143,239,1,5,0,0.5,1.16,0,0.3,6.96
848,12/05/2017 12:57:44 PM,12/05/2017 01:05:34 PM,1,0.85,1,N,24,151,2,7,0,0.5,0,0,0.3,7.8
849,12/05/2017 12:00:44 PM,12/05/2017 12:05:28 PM,1,0.6,1,N,237,162,1,5,0,0.5,0,0,0.3,5.8
850,12/05/2017 12:08:42 PM,12/05/2017 12:33:42 PM,2,3.3,1,N,162,231,1,17,0,0.5,3.55,0,0.3,21.35
851,12/05/2017 12:39:12 PM,12/05/2017 01:05:13 PM,1,5.3,1,N,125,140,2,22,0,0.5,0,0,0.3,22.8
852,12/05/2017 12:29:03 PM,12/05/2017 01:12:45 PM,1,1.7,1,N,170,43,1,24.5,0,0.5,5,0,0.3,30.3
853,12/05/2017 12:13:59 PM,12/05/2017 12:30:27 PM,1,2.3,1,N,143,236,1,12.5,0,0.5,2.65,0,0.3,15.95
854,12/05/2017 12:39:00 PM,12/05/2017 12:54:52 PM,2,2.3,1,N,236,239,1,12.5,0,0.5,2.65,0,0.3,15.95
855,12/05/2017 12:18:09 PM,12/05/2017 12:29:56 PM,1,0.78,1,N,162,230,1,8,0,0.5,1.76,0,0.3,10.56
856,12/05/2017 12:30:35 PM,12/05/2017 12:43:06 PM,2,2.2,1,N,230,43,1,10.5,0,0.5,2.26,0,0.3,13.56
857,12/05/2017 12:11:14 PM,12/05/2017 12:35:09 PM,1,1,1,N,246,230,1,14.5,0,0.5,3.8,0,0.3,19.1
858,12/05/2017 12:38:23 PM,12/05/2017 12:58:26 PM,1,1.4,1,N,230,48,2,13,0,0.5,0,0,0.3,13.8
859,12/05/2017 12:17:36 PM,12/05/2017 12:54:03 PM,1,2.3,1,N,113,229,1,21.5,0,0.5,2,0,0.3,24.3
860,12/05/2017 12:29:15 PM,12/05/2017 12:40:12 PM,1,1.1,1,N,161,234,2,8.5,0,0.5,0,0,0.3,9.3
861,12/05/2017 12:58:09 PM,12/05/2017 01:22:53 PM,1,1.4,1,N,186,161,2,15,0,0.5,0,0,0.3,15.8
862,12/05/2017 12:02:24 PM,12/05/2017 12:21:56 PM,1,1.82,1,N,140,161,2,13,0,0.5,0,0,0.3,13.8
863,12/05/2017 12:34:10 PM,12/05/2017 01:10:48 PM,1,2.1,1,N,234,163,2,21,0,0.5,0,0,0.3,21.8
864,12/05/2017 12:26:55 PM,12/05/2017 12:43:36 PM,1,1.51,1,N,161,100,2,11.5,0,0.5,0,0,0.3,12.3
865,12/05/2017 12:12:47 PM,12/05/2017 12:45:08 PM,1,10.49,1,N,43,138,2,36,0,0.5,0,5.76,0.3,42.56
866,12/05/2017 12:28:37 PM,12/05/2017 12:38:35 PM,1,0.4,1,N,233,170,2,7.5,0,0.5,0,0,0.3,8.3
867,12/05/2017 12:42:06 PM,12/05/2017 12:46:39 PM,1,0.42,1,N,170,164,1,5,0,0.5,1.16,0,0.3,6.96
868,12/05/2017 12:31:09 PM,12/05/2017 01:10:52 PM,2,19.3,2,N,209,132,1,52,0,0.5,10.55,0,0.3,63.35
869,12/05/2017 12:31:26 PM,12/05/2017 01:55:07 PM,2,25.3,1,N,138,265,1,86,0,0.5,21.6,21.26,0.3,129.66
870,12/05/2017 12:16:19 PM,12/05/2017 12:25:41 PM,1,1.59,1,N,234,125,1,8,0,0.5,1.76,0,0.3,10.56
871,12/05/2017 12:03:20 PM,12/05/2017 12:23:27 PM,2,1.91,1,N,263,162,1,13,0,0.5,2.76,0,0.3,16.56
872,12/05/2017 12:28:43 PM,12/05/2017 12:35:06 PM,1,0.51,1,N,162,170,1,5.5,0,0.5,1.26,0,0.3,7.56
873,12/05/2017 12:39:24 PM,12/05/2017 12:50:49 PM,2,0.82,1,N,233,164,2,8,0,0.5,0,0,0.3,8.8
874,12/05/2017 12:54:03 PM,12/05/2017 01:00:59 PM,2,1.04,1,N,164,137,1,6.5,0,0.5,1.46,0,0.3,8.76
875,12/05/2017 12:09:29 PM,12/05/2017 12:13:25 PM,1,0.45,1,N,230,100,2,4.5,0,0.5,0,0,0.3,5.3
876,12/05/2017 12:19:18 PM,12/05/2017 12:26:28 PM,1,1.06,1,N,186,234,2,5,0,0.5,0,0,0.3,5.8
877,12/05/2017 12:38:59 PM,12/05/2017 12:50:27 PM,1,0.29,1,N,186,164,1,8,0,0.5,0,0,0.3,8.8
878,12/05/2017 12:02:24 PM,12/05/2017 12:20:47 PM,1,7.9,1,N,170,138,1,24,0,0.5,5,5.76,0.3,35.56
879,12/05/2017 12:40:28 PM,12/05/2017 01:35:21 PM,1,11.5,1,N,138,48,1,44,0,0.5,10.1,5.76,0.3,60.66
880,12/05/2017 12:07:44 PM,12/05/2017 12:46:51 PM,1,16.47,2,N,132,162,1,52,0,0.5,10.56,0,0.3,63.36
881,12/05/2017 12:22:14 PM,12/05/2017 12:43:27 PM,1,2.07,1,N,234,231,1,14,0,0.5,2.96,0,0.3,17.76
882,12/05/2017 12:48:45 PM,12/05/2017 12:58:12 PM,1,0.91,1,N,125,144,1,7.5,0,0.5,1.5,0,0.3,9.8
883,12/05/2017 12:15:18 PM,12/05/2017 01:15:21 PM,1,21.7,2,N,132,88,1,52,0,0.5,17.55,5.76,0.3,76.11
884,12/05/2017 12:06:01 PM,12/05/2017 12:09:59 PM,1,0.5,1,N,113,90,1,4.5,0,0.5,1,0,0.3,6.3
885,12/05/2017 12:22:26 PM,12/05/2017 12:35:23 PM,1,1.8,1,N,264,231,1,10.5,0,0.5,3.35,0,0.3,14.65
886,12/05/2017 12:44:17 PM,12/05/2017 12:53:05 PM,1,1.1,1,N,144,209,1,7.5,0,0.5,2,0,0.3,10.3
887,12/05/2017 12:21:04 PM,12/05/2017 01:22:30 PM,2,18.4,2,N,132,161,1,52,0,0.5,11.7,5.76,0.3,70.26
888,12/05/2017 12:28:17 PM,12/05/2017 12:55:05 PM,2,1.47,1,N,234,162,1,16.5,0,0.5,2.5,0,0.3,19.8
889,12/05/2017 12:06:30 PM,12/05/2017 12:30:35 PM,2,2.5,1,N,48,141,1,15.5,0,0.5,3.25,0,0.3,19.55
890,12/05/2017 12:34:01 PM,12/05/2017 12:40:13 PM,1,0.4,1,N,141,141,2,5.5,0,0.5,0,0,0.3,6.3
891,12/05/2017 12:44:22 PM,12/05/2017 12:51:15 PM,2,0.7,1,N,141,140,1,6,0,0.5,1.35,0,0.3,8.15
892,12/05/2017 12:55:20 PM,12/05/2017 01:17:45 PM,1,9.4,1,N,229,138,1,30,0,0.5,7.3,5.76,0.3,43.86
893,12/05/2017 12:59:55 PM,12/05/2017 01:10:52 PM,2,1.5,1,N,142,100,2,8.5,0,0.5,0,0,0.3,9.3
894,12/05/2017 12:03:08 PM,12/05/2017 12:13:42 PM,5,1.84,1,N,140,229,2,9.5,0,0.5,0,0,0.3,10.3
895,12/05/2017 12:12:23 PM,12/05/2017 12:19:26 PM,1,0.42,1,N,237,43,1,6,0,0.5,2.04,0,0.3,8.84
896,12/05/2017 12:33:33 PM,12/05/2017 12:55:10 PM,1,5,1,N,236,113,1,19,0,0.5,2,0,0.3,21.8
897,12/05/2017 12:06:56 PM,12/05/2017 12:26:20 PM,2,1.44,1,N,90,170,1,12.5,0,0.5,1.7,0,0.3,15
898,12/05/2017 12:33:17 PM,12/05/2017 12:43:07 PM,3,0.57,1,N,170,170,1,7.5,0,0.5,1.66,0,0.3,9.96
899,12/05/2017 12:47:37 PM,12/05/2017 01:00:34 PM,2,2.15,1,N,164,125,2,10,0,0.5,0,0,0.3,10.8
900,12/05/2017 12:50:42 PM,12/05/2017 01:01:07 PM,1,1.34,1,N,237,170,1,8.5,0,0.5,1.86,0,0.3,11.16
901,12/05/2017 12:06:55 PM,12/05/2017 12:23:06 PM,3,2.46,1,N,263,143,2,12.5,0,0.5,0,0,0.3,13.3
902,12/05/2017 12:52:49 PM,12/05/2017 12:59:02 PM,2,1,1,N,239,142,1,6.5,0,0.5,1,0,0.3,8.3
903,12/05/2017 12:01:50 PM,12/05/2017 12:10:41 PM,1,0.8,1,N,68,90,2,7,0,0.5,0,0,0.3,7.8
904,12/05/2017 12:12:21 PM,12/05/2017 12:22:02 PM,1,1.1,1,N,113,114,2,8,0,0.5,0,0,0.3,8.8
905,12/05/2017 12:44:36 PM,12/05/2017 12:58:18 PM,1,1.3,1,N,107,90,1,9.5,0,0.5,2.06,0,0.3,12.36
906,12/05/2017 12:59:58 PM,12/05/2017 01:20:00 PM,3,1.6,1,N,90,137,2,13,0,0.5,0,0,0.3,13.8
907,12/05/2017 12:45:14 PM,12/05/2017 12:58:59 PM,1,1.8,1,N,230,68,1,10.5,0,0.5,2.26,0,0.3,13.56
908,12/05/2017 11:59:20 AM,12/05/2017 12:29:23 PM,5,5.64,1,N,88,162,2,25.5,0,0.5,0,0,0.3,26.3
909,12/05/2017 12:01:29 PM,12/05/2017 12:06:01 PM,1,0.74,1,N,236,236,1,5,0,0.5,1.74,0,0.3,7.54
910,12/05/2017 12:43:11 PM,12/05/2017 01:13:57 PM,1,7.21,1,N,237,247,2,28,0,0.5,0,0,0.3,28.8
911,12/05/2017 12:12:46 PM,12/05/2017 12:17:34 PM,1,0.3,1,N,162,233,1,5,0,0.5,0.8,0,0.3,6.6
912,12/05/2017 12:23:57 PM,12/05/2017 12:33:30 PM,1,1.1,1,N,170,186,1,8,0,0.5,2,0,0.3,10.8
913,12/05/2017 12:35:04 PM,12/05/2017 12:45:23 PM,3,1.8,1,Y,186,158,1,9,0,0.5,1.95,0,0.3,11.75
914,12/05/2017 12:29:22 PM,12/05/2017 12:44:16 PM,5,2.7,1,N,142,151,1,12.5,0,0.5,2.66,0,0.3,15.96
915,12/05/2017 12:11:53 PM,12/05/2017 12:25:55 PM,1,1.7,1,N,231,68,2,10.5,0,0.5,0,0,0.3,11.3
916,12/05/2017 12:28:17 PM,12/05/2017 12:44:19 PM,1,2,1,N,246,231,1,11,0,0.5,2.35,0,0.3,14.15
917,12/05/2017 12:55:02 PM,12/05/2017 01:04:14 PM,1,0.8,1,N,249,90,1,7,0,0.5,1.55,0,0.3,9.35
918,12/05/2017 12:20:17 PM,12/05/2017 12:44:36 PM,1,1.4,1,N,100,229,1,14.5,0,0.5,2,0,0.3,17.3
919,12/05/2017 12:52:46 PM,12/05/2017 01:22:48 PM,1,2,1,N,162,142,1,18.5,0,0.5,3.85,0,0.3,23.15
920,12/05/2017 12:13:43 PM,12/05/2017 12:34:15 PM,1,2.91,1,N,100,231,2,14.5,0,0.5,0,0,0.3,15.3
921,12/05/2017 11:59:32 AM,12/05/2017 12:22:09 PM,1,3.95,1,N,79,141,1,17.5,0,0.5,0,0,0.3,18.3
922,12/05/2017 12:48:30 PM,12/05/2017 12:54:34 PM,1,0.72,1,N,262,140,1,5.5,0,0.5,1,0,0.3,7.3
923,12/05/2017 12:06:17 PM,12/05/2017 12:28:30 PM,1,1,1,N,230,162,1,13.5,0,0.5,1,0,0.3,15.3
924,12/05/2017 12:32:44 PM,12/05/2017 12:42:59 PM,1,0.9,1,N,229,170,2,7.5,0,0.5,0,0,0.3,8.3
925,12/05/2017 12:44:15 PM,12/05/2017 01:07:25 PM,2,3.3,1,N,162,238,2,16,0,0.5,0,0,0.3,16.8
926,12/05/2017 12:12:01 PM,12/05/2017 12:35:41 PM,1,2.5,1,N,158,230,2,16,0,0.5,0,0,0.3,16.8
927,12/05/2017 12:49:43 PM,12/05/2017 01:05:42 PM,1,1.1,1,N,186,48,1,11,0,0.5,2.35,0,0.3,14.15
928,12/05/2017 12:18:02 PM,12/05/2017 12:22:23 PM,1,0.5,1,N,162,237,2,5,0,0.5,0,0,0.3,5.8
929,12/05/2017 12:28:20 PM,12/05/2017 12:35:33 PM,1,1.1,1,N,237,142,1,7,0,0.5,1.55,0,0.3,9.35
930,12/05/2017 12:45:03 PM,12/05/2017 12:58:10 PM,1,2,1,N,239,68,1,10.5,0,0.5,2,0,0.3,13.3
931,12/05/2017 12:02:29 PM,12/05/2017 12:24:46 PM,1,2.5,1,N,236,170,1,15,0,0.5,3.15,0,0.3,18.95
932,12/05/2017 12:34:12 PM,12/05/2017 12:47:57 PM,1,1.4,1,N,137,162,1,10,0,0.5,2.15,0,0.3,12.95
933,12/05/2017 12:32:39 PM,12/05/2017 12:41:47 PM,4,1.07,1,N,237,263,2,7.5,0,0.5,0,0,0.3,8.3
934,12/05/2017 12:45:56 PM,12/05/2017 01:00:22 PM,5,1.14,1,N,263,236,2,10,0,0.5,0,0,0.3,10.8
935,12/05/2017 12:49:40 PM,12/05/2017 01:53:50 PM,1,10.5,1,N,138,233,1,47.5,0,0.5,10.81,5.76,0.3,64.87
936,12/05/2017 12:20:18 PM,12/05/2017 12:41:47 PM,1,7.02,1,N,236,87,1,23.5,0,0.5,4.86,0,0.3,29.16
937,12/05/2017 12:43:35 PM,12/05/2017 01:18:31 PM,1,3.12,1,N,87,186,1,21.5,0,0.5,5.58,0,0.3,27.88
938,12/05/2017 12:00:55 PM,12/05/2017 12:13:53 PM,1,4.27,1,N,138,179,2,15,0,0.5,0,0,0.3,15.8
939,12/05/2017 12:43:15 PM,12/05/2017 01:32:07 PM,1,10.86,1,N,138,230,1,41,0,0.5,9.51,5.76,0.3,57.07
940,12/05/2017 12:00:12 PM,12/05/2017 12:13:58 PM,1,1.2,1,N,161,50,2,9.5,0,0.5,0,0,0.3,10.3
941,12/05/2017 12:29:39 PM,12/05/2017 12:40:46 PM,1,1.2,1,N,246,48,1,9,0,0.5,1,0,0.3,10.8
942,12/05/2017 12:51:02 PM,12/05/2017 01:01:00 PM,1,0.6,1,N,142,230,2,7.5,0,0.5,0,0,0.3,8.3
943,12/05/2017 12:20:21 PM,12/05/2017 12:49:36 PM,1,3.67,1,N,143,249,1,19.5,0,0.5,6.09,0,0.3,26.39
944,12/05/2017 12:18:51 PM,12/05/2017 12:28:35 PM,1,1.01,1,N,140,141,2,8,0,0.5,0,0,0.3,8.8
945,12/05/2017 12:29:17 PM,12/05/2017 12:37:12 PM,1,0.81,1,N,141,141,1,6.5,0,0.5,1.82,0,0.3,9.12
946,12/05/2017 12:43:17 PM,12/05/2017 12:49:17 PM,2,0.5,1,N,229,233,1,5.5,0,0.5,1.26,0,0.3,7.56
947,12/05/2017 12:54:05 PM,12/05/2017 01:10:52 PM,1,0.63,1,N,162,161,1,10.5,0,0.5,2.26,0,0.3,13.56
948,12/05/2017 12:48:21 PM,12/05/2017 01:04:29 PM,2,1.7,1,N,239,237,2,11.5,0,0.5,0,0,0.3,12.3
949,12/05/2017 12:13:11 PM,12/05/2017 12:34:23 PM,6,1.96,1,N,68,170,1,13.5,0,0.5,2.86,0,0.3,17.16
950,12/05/2017 12:40:33 PM,12/05/2017 01:00:18 PM,6,1.09,1,N,161,48,2,12,0,0.5,0,0,0.3,12.8
951,12/05/2017 12:17:15 PM,12/05/2017 12:24:02 PM,1,0.99,1,N,162,137,1,6.5,0,0.5,1.46,0,0.3,8.76
952,12/05/2017 12:29:49 PM,12/05/2017 12:40:15 PM,1,1.15,1,N,107,234,1,8,0,0.5,1.76,0,0.3,10.56
953,12/05/2017 12:04:51 PM,12/05/2017 12:11:51 PM,1,0.69,1,N,164,186,1,6,0,0.5,1.36,0,0.3,8.16
954,12/05/2017 12:17:01 PM,12/05/2017 12:25:26 PM,1,0.56,1,N,100,170,1,6.5,0,0.5,1.46,0,0.3,8.76
955,12/05/2017 12:31:35 PM,12/05/2017 12:41:04 PM,1,0.57,1,N,170,161,2,7,0,0.5,0,0,0.3,7.8
956,12/05/2017 12:52:57 PM,12/05/2017 01:03:47 PM,1,1.27,1,N,162,164,2,8.5,0,0.5,0,0,0.3,9.3
957,12/05/2017 12:36:00 PM,12/05/2017 12:43:33 PM,1,0.4,1,N,237,237,1,6,0,0.5,1.35,0,0.3,8.15
958,12/05/2017 12:44:49 PM,12/05/2017 12:50:44 PM,1,0.7,1,N,237,237,1,5.5,0,0.5,1.26,0,0.3,7.56
959,12/05/2017 12:55:23 PM,12/05/2017 01:24:41 PM,1,2.8,1,N,237,186,1,18.5,0,0.5,4.25,0,0.3,23.55
960,12/05/2017 12:17:59 PM,12/05/2017 12:33:59 PM,1,1.9,1,N,237,143,2,11.5,0,0.5,0,0,0.3,12.3
961,12/05/2017 12:39:37 PM,12/05/2017 01:04:52 PM,2,2.6,1,N,239,186,1,16,0,0.5,3.35,0,0.3,20.15
962,12/05/2017 12:12:45 PM,12/05/2017 12:28:01 PM,1,1.98,1,N,141,137,2,11,0,0.5,0,0,0.3,11.8
963,12/05/2017 12:37:09 PM,12/05/2017 12:49:57 PM,1,2.12,1,N,233,262,1,10.5,0,0.5,2.82,0,0.3,14.12
964,12/05/2017 12:11:19 PM,12/05/2017 12:22:16 PM,1,0.9,1,N,141,233,2,8,0,0.5,0,0,0.3,8.8
965,12/05/2017 12:23:13 PM,12/05/2017 12:25:08 PM,1,0.3,1,N,233,137,1,3.5,0,0.5,0.85,0,0.3,5.15
966,12/05/2017 12:27:58 PM,12/05/2017 12:37:25 PM,1,0.8,1,N,137,234,1,7.5,0,0.5,1,0,0.3,9.3
967,12/05/2017 12:34:18 PM,12/05/2017 01:11:47 PM,1,10.66,1,N,138,163,1,35.5,0,0.5,8.41,5.76,0.3,50.47
968,12/05/2017 12:24:49 PM,12/05/2017 12:27:44 PM,1,0.58,1,N,163,230,2,4,0,0.5,0,0,0.3,4.8
969,12/05/2017 12:38:39 PM,12/05/2017 12:48:41 PM,1,0.92,1,N,48,164,2,8,0,0.5,0,0,0.3,8.8
970,12/05/2017 12:49:50 PM,12/05/2017 01:03:35 PM,1,0.84,1,N,164,230,2,9.5,0,0.5,0,0,0.3,10.3
971,12/05/2017 12:37:36 PM,12/05/2017 12:41:30 PM,1,0.7,1,N,68,246,2,5,0,0.5,0,0,0.3,5.8
